Type	D	M	Y	Season	Winning League	Winning Team	Losing League	Losing Team	Winner Score	Loser Score	OT	Country	City	Attend.
Regular Season	2	2	2017	(2016-17)	NBA	Atlanta Hawks	NBA	Houston Rockets	113	108				
Regular Season	2	2	2017	(2016-17)	NBA	Golden State Warriors	NBA	Los Angeles Clippers	133	120				
Regular Season	2	2	2017	(2016-17)	NBA	San Antonio Spurs	NBA	Philadelphia 76ers	102	86				
Regular Season	2	2	2017	(2016-17)	NBA	Washington Wizards	NBA	Los Angeles Lakers	116	108				
Regular Season	3	2	2017	(2016-17)	NBA	Boston Celtics	NBA	Los Angeles Lakers	113	107				
Regular Season	3	2	2017	(2016-17)	NBA	Dallas Mavericks	NBA	Portland Trail Blazers	108	104				
Regular Season	3	2	2017	(2016-17)	NBA	Denver Nuggets (2)	NBA	Milwaukee Bucks	121	117				
Regular Season	3	2	2017	(2016-17)	NBA	Detroit Pistons	NBA	Minnesota Timberwolves	116	108				
Regular Season	3	2	2017	(2016-17)	NBA	Houston Rockets	NBA	Chicago Bulls	121	117	#			
Regular Season	3	2	2017	(2016-17)	NBA	Indiana Pacers	NBA	Brooklyn Nets	106	97				
Regular Season	3	2	2017	(2016-17)	NBA	Oklahoma City Thunder	NBA	Memphis Grizzlies	114	102				
Regular Season	3	2	2017	(2016-17)	NBA	Orlando Magic	NBA	Toronto Raptors	102	94				
Regular Season	3	2	2017	(2016-17)	NBA	Phoenix Suns	NBA	Sacramento Kings	105	103				
Regular Season	4	2	2017	(2016-17)	NBA	Atlanta Hawks	NBA	Orlando Magic	113	86				
Regular Season	4	2	2017	(2016-17)	NBA	Cleveland Cavaliers	NBA	New York Knicks	111	104				
Regular Season	4	2	2017	(2016-17)	NBA	Indiana Pacers	NBA	Detroit Pistons	105	84				
Regular Season	4	2	2017	(2016-17)	NBA	Memphis Grizzlies	NBA	Minnesota Timberwolves	107	99				
Regular Season	4	2	2017	(2016-17)	NBA	Miami Heat	NBA	Philadelphia 76ers	125	102				
Regular Season	4	2	2017	(2016-17)	NBA	Milwaukee Bucks	NBA	Phoenix Suns	137	112				
Regular Season	4	2	2017	(2016-17)	NBA	Sacramento Kings	NBA	Golden State Warriors	109	106	#			
Regular Season	4	2	2017	(2016-17)	NBA	San Antonio Spurs	NBA	Denver Nuggets (2)	121	97				
Regular Season	4	2	2017	(2016-17)	NBA	Utah Jazz	NBA	Charlotte Hornets	105	98				
Regular Season	4	2	2017	(2016-17)	NBA	Washington Wizards	NBA	New Orleans Pelicans	105	91				
Regular Season	5	2	2017	(2016-17)	NBA	Boston Celtics	NBA	Los Angeles Clippers	107	102				
Regular Season	5	2	2017	(2016-17)	NBA	Oklahoma City Thunder	NBA	Portland Trail Blazers	105	99				
Regular Season	5	2	2017	(2016-17)	NBA	Toronto Raptors	NBA	Brooklyn Nets	103	95				
Regular Season	6	2	2017	(2016-17)	NBA	Chicago Bulls	NBA	Sacramento Kings	112	107				
Regular Season	6	2	2017	(2016-17)	NBA	Cleveland Cavaliers	NBA	Washington Wizards	140	135	#			
Regular Season	6	2	2017	(2016-17)	NBA	Denver Nuggets (2)	NBA	Dallas Mavericks	110	87				
Regular Season	6	2	2017	(2016-17)	NBA	Detroit Pistons	NBA	Philadelphia 76ers	113	96				
Regular Season	6	2	2017	(2016-17)	NBA	Indiana Pacers	NBA	Oklahoma City Thunder	93	90				
Regular Season	6	2	2017	(2016-17)	NBA	Los Angeles Lakers	NBA	New York Knicks	121	107				
Regular Season	6	2	2017	(2016-17)	NBA	Memphis Grizzlies	NBA	San Antonio Spurs	89	74				
Regular Season	6	2	2017	(2016-17)	NBA	Miami Heat	NBA	Minnesota Timberwolves	115	113				
Regular Season	6	2	2017	(2016-17)	NBA	New Orleans Pelicans	NBA	Phoenix Suns	111	106				
Regular Season	6	2	2017	(2016-17)	NBA	Toronto Raptors	NBA	Los Angeles Clippers	118	109				
Regular Season	6	2	2017	(2016-17)	NBA	Utah Jazz	NBA	Atlanta Hawks	120	95				
Regular Season	7	2	2017	(2016-17)	NBA	Charlotte Hornets	NBA	Brooklyn Nets	111	107				
Regular Season	7	2	2017	(2016-17)	NBA	Houston Rockets	NBA	Orlando Magic	128	104				
Regular Season	7	2	2017	(2016-17)	NBA	Portland Trail Blazers	NBA	Dallas Mavericks	114	113				
Regular Season	8	2	2017	(2016-17)	NBA	Atlanta Hawks	NBA	Denver Nuggets (2)	117	106				
Regular Season	8	2	2017	(2016-17)	NBA	Cleveland Cavaliers	NBA	Indiana Pacers	132	117				
Regular Season	8	2	2017	(2016-17)	NBA	Detroit Pistons	NBA	Los Angeles Lakers	121	102				
Regular Season	8	2	2017	(2016-17)	NBA	Golden State Warriors	NBA	Chicago Bulls	123	92				
Regular Season	8	2	2017	(2016-17)	NBA	Los Angeles Clippers	NBA	New York Knicks	119	115				
Regular Season	8	2	2017	(2016-17)	NBA	Memphis Grizzlies	NBA	Phoenix Suns	110	91				
Regular Season	8	2	2017	(2016-17)	NBA	Miami Heat	NBA	Milwaukee Bucks	106	88				
Regular Season	8	2	2017	(2016-17)	NBA	Minnesota Timberwolves	NBA	Toronto Raptors	112	109				
Regular Season	8	2	2017	(2016-17)	NBA	Sacramento Kings	NBA	Boston Celtics	108	92				
Regular Season	8	2	2017	(2016-17)	NBA	San Antonio Spurs	NBA	Philadelphia 76ers	111	103				
Regular Season	8	2	2017	(2016-17)	NBA	Utah Jazz	NBA	New Orleans Pelicans	127	94				
Regular Season	8	2	2017	(2016-17)	NBA	Washington Wizards	NBA	Brooklyn Nets	114	110	#			
Regular Season	9	2	2017	(2016-17)	NBA	Boston Celtics	NBA	Portland Trail Blazers	120	111				
Regular Season	9	2	2017	(2016-17)	NBA	Dallas Mavericks	NBA	Utah Jazz	112	105	#			
Regular Season	9	2	2017	(2016-17)	NBA	Houston Rockets	NBA	Charlotte Hornets	107	95				
Regular Season	9	2	2017	(2016-17)	NBA	Oklahoma City Thunder	NBA	Cleveland Cavaliers	118	109				
Regular Season	9	2	2017	(2016-17)	NBA	Philadelphia 76ers	NBA	Orlando Magic	112	111				
Regular Season	10	2	2017	(2016-17)	NBA	Denver Nuggets (2)	NBA	New York Knicks	131	123				
Regular Season	10	2	2017	(2016-17)	NBA	Golden State Warriors	NBA	Memphis Grizzlies	122	107				
Regular Season	10	2	2017	(2016-17)	NBA	Los Angeles Lakers	NBA	Milwaukee Bucks	122	114				
Regular Season	10	2	2017	(2016-17)	NBA	Miami Heat	NBA	Brooklyn Nets	108	99				
Regular Season	10	2	2017	(2016-17)	NBA	New Orleans Pelicans	NBA	Minnesota Timberwolves	122	106				
Regular Season	10	2	2017	(2016-17)	NBA	Phoenix Suns	NBA	Chicago Bulls	115	97				
Regular Season	10	2	2017	(2016-17)	NBA	Sacramento Kings	NBA	Atlanta Hawks	108	107				
Regular Season	10	2	2017	(2016-17)	NBA	San Antonio Spurs	NBA	Detroit Pistons	103	92				
Regular Season	10	2	2017	(2016-17)	NBA	Washington Wizards	NBA	Indiana Pacers	112	107				
Regular Season	11	2	2017	(2016-17)	NBA	Boston Celtics	NBA	Utah Jazz	112	104				
Regular Season	11	2	2017	(2016-17)	NBA	Cleveland Cavaliers	NBA	Denver Nuggets (2)	125	109				
Regular Season	11	2	2017	(2016-17)	NBA	Dallas Mavericks	NBA	Orlando Magic	112	80				
Regular Season	11	2	2017	(2016-17)	NBA	Golden State Warriors	NBA	Oklahoma City Thunder	130	114				
Regular Season	11	2	2017	(2016-17)	NBA	Houston Rockets	NBA	Phoenix Suns	133	102				
Regular Season	11	2	2017	(2016-17)	NBA	Los Angeles Clippers	NBA	Charlotte Hornets	107	102				
Regular Season	11	2	2017	(2016-17)	NBA	Milwaukee Bucks	NBA	Indiana Pacers	116	100				
Regular Season	11	2	2017	(2016-17)	NBA	Philadelphia 76ers	NBA	Miami Heat	117	109				
Regular Season	12	2	2017	(2016-17)	NBA	Detroit Pistons	NBA	Toronto Raptors	102	101				
Regular Season	12	2	2017	(2016-17)	NBA	Minnesota Timberwolves	NBA	Chicago Bulls	117	89				
Regular Season	12	2	2017	(2016-17)	NBA	New York Knicks	NBA	San Antonio Spurs	94	90				
Regular Season	12	2	2017	(2016-17)	NBA	Sacramento Kings	NBA	New Orleans Pelicans	105	99				
Regular Season	13	2	2017	(2016-17)	NBA	Atlanta Hawks	NBA	Portland Trail Blazers	109	104	#			
Regular Season	13	2	2017	(2016-17)	NBA	Boston Celtics	NBA	Dallas Mavericks	111	98				
Regular Season	13	2	2017	(2016-17)	NBA	Denver Nuggets (2)	NBA	Golden State Warriors	132	110				
Regular Season	13	2	2017	(2016-17)	NBA	Los Angeles Clippers	NBA	Utah Jazz	88	72				
Regular Season	13	2	2017	(2016-17)	NBA	Memphis Grizzlies	NBA	Brooklyn Nets	112	103				
Regular Season	13	2	2017	(2016-17)	NBA	Milwaukee Bucks	NBA	Detroit Pistons	102	89				
Regular Season	13	2	2017	(2016-17)	NBA	New Orleans Pelicans	NBA	Phoenix Suns	110	108				
Regular Season	13	2	2017	(2016-17)	NBA	Orlando Magic	NBA	Miami Heat	116	107				
Regular Season	13	2	2017	(2016-17)	NBA	Philadelphia 76ers	NBA	Charlotte Hornets	105	99				
Regular Season	13	2	2017	(2016-17)	NBA	San Antonio Spurs	NBA	Indiana Pacers	110	106				
Regular Season	13	2	2017	(2016-17)	NBA	Washington Wizards	NBA	Oklahoma City Thunder	120	98				
Regular Season	14	2	2017	(2016-17)	NBA	Chicago Bulls	NBA	Toronto Raptors	105	94				
Regular Season	14	2	2017	(2016-17)	NBA	Cleveland Cavaliers	NBA	Minnesota Timberwolves	116	108				
Regular Season	14	2	2017	(2016-17)	NBA	Sacramento Kings	NBA	Los Angeles Lakers	97	96				
Regular Season	15	2	2017	(2016-17)	NBA	Boston Celtics	NBA	Philadelphia 76ers	116	108				
Regular Season	15	2	2017	(2016-17)	NBA	Cleveland Cavaliers	NBA	Indiana Pacers	113	104				
Regular Season	15	2	2017	(2016-17)	NBA	Detroit Pistons	NBA	Dallas Mavericks	98	91				
Regular Season	15	2	2017	(2016-17)	NBA	Golden State Warriors	NBA	Sacramento Kings	109	86				
Regular Season	15	2	2017	(2016-17)	NBA	Los Angeles Clippers	NBA	Atlanta Hawks	99	84				
Regular Season	15	2	2017	(2016-17)	NBA	Miami Heat	NBA	Houston Rockets	117	109				
Regular Season	15	2	2017	(2016-17)	NBA	Milwaukee Bucks	NBA	Brooklyn Nets	129	125				
Regular Season	15	2	2017	(2016-17)	NBA	Minnesota Timberwolves	NBA	Denver Nuggets (2)	112	99				
Regular Season	15	2	2017	(2016-17)	NBA	New Orleans Pelicans	NBA	Memphis Grizzlies	95	91				
Regular Season	15	2	2017	(2016-17)	NBA	Oklahoma City Thunder	NBA	New York Knicks	116	105				
Regular Season	15	2	2017	(2016-17)	NBA	Phoenix Suns	NBA	Los Angeles Lakers	137	101				
Regular Season	15	2	2017	(2016-17)	NBA	San Antonio Spurs	NBA	Orlando Magic	107	79				
Regular Season	15	2	2017	(2016-17)	NBA	Toronto Raptors	NBA	Charlotte Hornets	90	85				
Regular Season	15	2	2017	(2016-17)	NBA	Utah Jazz	NBA	Portland Trail Blazers	111	88				
Regular Season	16	2	2017	(2016-17)	NBA	Chicago Bulls	NBA	Boston Celtics	104	103				
Regular Season	16	2	2017	(2016-17)	NBA	Washington Wizards	NBA	Indiana Pacers	111	98				
Regular Season	23	2	2017	(2016-17)	NBA	Cleveland Cavaliers	NBA	New York Knicks	119	104				
Regular Season	23	2	2017	(2016-17)	NBA	Detroit Pistons	NBA	Charlotte Hornets	114	108	#			
Regular Season	23	2	2017	(2016-17)	NBA	Golden State Warriors	NBA	Los Angeles Clippers	123	113				
Regular Season	23	2	2017	(2016-17)	NBA	Houston Rockets	NBA	New Orleans Pelicans	129	99				
Regular Season	23	2	2017	(2016-17)	NBA	Portland Trail Blazers	NBA	Orlando Magic	112	103				
Regular Season	23	2	2017	(2016-17)	NBA	Sacramento Kings	NBA	Denver Nuggets (2)	116	100				
Regular Season	24	2	2017	(2016-17)	NBA	Chicago Bulls	NBA	Phoenix Suns	128	121	#			
Regular Season	24	2	2017	(2016-17)	NBA	Denver Nuggets (2)	NBA	Brooklyn Nets	129	109				
Regular Season	24	2	2017	(2016-17)	NBA	Indiana Pacers	NBA	Memphis Grizzlies	102	92				
Regular Season	24	2	2017	(2016-17)	NBA	Miami Heat	NBA	Atlanta Hawks	108	90				
Regular Season	24	2	2017	(2016-17)	NBA	Minnesota Timberwolves	NBA	Dallas Mavericks	97	84				
Regular Season	24	2	2017	(2016-17)	NBA	Oklahoma City Thunder	NBA	Los Angeles Lakers	110	93				
Regular Season	24	2	2017	(2016-17)	NBA	Philadelphia 76ers	NBA	Washington Wizards	120	112				
Regular Season	24	2	2017	(2016-17)	NBA	San Antonio Spurs	NBA	Los Angeles Clippers	105	97				
Regular Season	24	2	2017	(2016-17)	NBA	Toronto Raptors	NBA	Boston Celtics	107	97				
Regular Season	24	2	2017	(2016-17)	NBA	Utah Jazz	NBA	Milwaukee Bucks	109	95				
Regular Season	25	2	2017	(2016-17)	NBA	Charlotte Hornets	NBA	Sacramento Kings	99	85				
Regular Season	25	2	2017	(2016-17)	NBA	Chicago Bulls	NBA	Cleveland Cavaliers	117	99				
Regular Season	25	2	2017	(2016-17)	NBA	Dallas Mavericks	NBA	New Orleans Pelicans	96	83				
Regular Season	25	2	2017	(2016-17)	NBA	Golden State Warriors	NBA	Brooklyn Nets	112	95				
Regular Season	25	2	2017	(2016-17)	NBA	Houston Rockets	NBA	Minnesota Timberwolves	142	130				
Regular Season	25	2	2017	(2016-17)	NBA	Miami Heat	NBA	Indiana Pacers	113	95				
Regular Season	25	2	2017	(2016-17)	NBA	New York Knicks	NBA	Philadelphia 76ers	110	109				
Regular Season	25	2	2017	(2016-17)	NBA	Orlando Magic	NBA	Atlanta Hawks	105	86				
Regular Season	26	2	2017	(2016-17)	NBA	Boston Celtics	NBA	Detroit Pistons	104	98				
Regular Season	26	2	2017	(2016-17)	NBA	Los Angeles Clippers	NBA	Charlotte Hornets	124	121	#			
Regular Season	26	2	2017	(2016-17)	NBA	Memphis Grizzlies	NBA	Denver Nuggets (2)	105	98				
Regular Season	26	2	2017	(2016-17)	NBA	Milwaukee Bucks	NBA	Phoenix Suns	100	96				
Regular Season	26	2	2017	(2016-17)	NBA	Oklahoma City Thunder	NBA	New Orleans Pelicans	118	110				
Regular Season	26	2	2017	(2016-17)	NBA	San Antonio Spurs	NBA	Los Angeles Lakers	119	98				
Regular Season	26	2	2017	(2016-17)	NBA	Toronto Raptors	NBA	Portland Trail Blazers	112	106				
Regular Season	26	2	2017	(2016-17)	NBA	Utah Jazz	NBA	Washington Wizards	102	92				
Regular Season	27	2	2017	(2016-17)	NBA	Atlanta Hawks	NBA	Boston Celtics	114	98				
Regular Season	27	2	2017	(2016-17)	NBA	Cleveland Cavaliers	NBA	Milwaukee Bucks	102	95				
Regular Season	27	2	2017	(2016-17)	NBA	Dallas Mavericks	NBA	Miami Heat	96	89				
Regular Season	27	2	2017	(2016-17)	NBA	Golden State Warriors	NBA	Philadelphia 76ers	119	108				
Regular Season	27	2	2017	(2016-17)	NBA	Indiana Pacers	NBA	Houston Rockets	117	108				
Regular Season	27	2	2017	(2016-17)	NBA	Minnesota Timberwolves	NBA	Sacramento Kings	102	88				
Regular Season	27	2	2017	(2016-17)	NBA	Toronto Raptors	NBA	New York Knicks	92	91				
Regular Season	28	2	2017	(2016-17)	NBA	Charlotte Hornets	NBA	Los Angeles Lakers	109	104				
Regular Season	28	2	2017	(2016-17)	NBA	Denver Nuggets (2)	NBA	Chicago Bulls	125	107				
Regular Season	28	2	2017	(2016-17)	NBA	Detroit Pistons	NBA	Portland Trail Blazers	120	113	#			
Regular Season	28	2	2017	(2016-17)	NBA	Memphis Grizzlies	NBA	Phoenix Suns	130	112				
Regular Season	28	2	2017	(2016-17)	NBA	Oklahoma City Thunder	NBA	Utah Jazz	109	106				
Regular Season	28	2	2017	(2016-17)	NBA	Washington Wizards	NBA	Golden State Warriors	112	108				
Regular Season	1	3	2017	(2016-17)	NBA	Atlanta Hawks	NBA	Dallas Mavericks	100	95				
Regular Season	1	3	2017	(2016-17)	NBA	Boston Celtics	NBA	Cleveland Cavaliers	103	99				
Regular Season	1	3	2017	(2016-17)	NBA	Brooklyn Nets	NBA	Sacramento Kings	109	100				
Regular Season	1	3	2017	(2016-17)	NBA	Denver Nuggets (2)	NBA	Milwaukee Bucks	110	98				
Regular Season	1	3	2017	(2016-17)	NBA	Houston Rockets	NBA	Los Angeles Clippers	122	103				
Regular Season	1	3	2017	(2016-17)	NBA	Miami Heat	NBA	Philadelphia 76ers	125	98				
Regular Season	1	3	2017	(2016-17)	NBA	Minnesota Timberwolves	NBA	Utah Jazz	107	80				
Regular Season	1	3	2017	(2016-17)	NBA	New Orleans Pelicans	NBA	Detroit Pistons	109	86				
Regular Season	1	3	2017	(2016-17)	NBA	New York Knicks	NBA	Orlando Magic	101	90				
Regular Season	1	3	2017	(2016-17)	NBA	San Antonio Spurs	NBA	Indiana Pacers	100	99				
Regular Season	1	3	2017	(2016-17)	NBA	Washington Wizards	NBA	Toronto Raptors	105	96				
Regular Season	2	3	2017	(2016-17)	NBA	Chicago Bulls	NBA	Golden State Warriors	94	87				
Regular Season	2	3	2017	(2016-17)	NBA	Phoenix Suns	NBA	Charlotte Hornets	120	103				
Regular Season	2	3	2017	(2016-17)	NBA	Portland Trail Blazers	NBA	Oklahoma City Thunder	114	109				
Regular Season	3	3	2017	(2016-17)	NBA	Boston Celtics	NBA	Los Angeles Lakers	115	95				
Regular Season	3	3	2017	(2016-17)	NBA	Cleveland Cavaliers	NBA	Atlanta Hawks	135	130				
Regular Season	3	3	2017	(2016-17)	NBA	Dallas Mavericks	NBA	Memphis Grizzlies	104	100				
Regular Season	3	3	2017	(2016-17)	NBA	Milwaukee Bucks	NBA	Los Angeles Clippers	112	101				
Regular Season	3	3	2017	(2016-17)	NBA	Orlando Magic	NBA	Miami Heat	110	99				
Regular Season	3	3	2017	(2016-17)	NBA	Philadelphia 76ers	NBA	New York Knicks	105	102				
Regular Season	3	3	2017	(2016-17)	NBA	Phoenix Suns	NBA	Oklahoma City Thunder	118	111				
Regular Season	3	3	2017	(2016-17)	NBA	San Antonio Spurs	NBA	New Orleans Pelicans	101	98	#			
Regular Season	3	3	2017	(2016-17)	NBA	Toronto Raptors	NBA	Washington Wizards	114	106				
Regular Season	3	3	2017	(2016-17)	NBA	Utah Jazz	NBA	Brooklyn Nets	112	97				
Regular Season	4	3	2017	(2016-17)	NBA	Charlotte Hornets	NBA	Denver Nuggets (2)	112	102				
Regular Season	4	3	2017	(2016-17)	NBA	Detroit Pistons	NBA	Philadelphia 76ers	136	106				
Regular Season	4	3	2017	(2016-17)	NBA	Houston Rockets	NBA	Memphis Grizzlies	123	108				
Regular Season	4	3	2017	(2016-17)	NBA	Los Angeles Clippers	NBA	Chicago Bulls	101	91				
Regular Season	4	3	2017	(2016-17)	NBA	Miami Heat	NBA	Cleveland Cavaliers	120	92				
Regular Season	4	3	2017	(2016-17)	NBA	Milwaukee Bucks	NBA	Toronto Raptors	101	94				
Regular Season	4	3	2017	(2016-17)	NBA	Portland Trail Blazers	NBA	Brooklyn Nets	130	116				
Regular Season	4	3	2017	(2016-17)	NBA	San Antonio Spurs	NBA	Minnesota Timberwolves	97	90	#			
Regular Season	5	3	2017	(2016-17)	NBA	Dallas Mavericks	NBA	Oklahoma City Thunder	104	89				
Regular Season	5	3	2017	(2016-17)	NBA	Golden State Warriors	NBA	New York Knicks	112	105				
Regular Season	5	3	2017	(2016-17)	NBA	Indiana Pacers	NBA	Atlanta Hawks	97	96				
Regular Season	5	3	2017	(2016-17)	NBA	New Orleans Pelicans	NBA	Los Angeles Lakers	105	97				
Regular Season	5	3	2017	(2016-17)	NBA	Phoenix Suns	NBA	Boston Celtics	109	106				
Regular Season	5	3	2017	(2016-17)	NBA	Utah Jazz	NBA	Sacramento Kings	110	109	#			
Regular Season	5	3	2017	(2016-17)	NBA	Washington Wizards	NBA	Orlando Magic	115	114				
Regular Season	6	3	2017	(2016-17)	NBA	Brooklyn Nets	NBA	Memphis Grizzlies	122	109				
Regular Season	6	3	2017	(2016-17)	NBA	Charlotte Hornets	NBA	Indiana Pacers	100	88				
Regular Season	6	3	2017	(2016-17)	NBA	Denver Nuggets (2)	NBA	Sacramento Kings	108	96				
Regular Season	6	3	2017	(2016-17)	NBA	Detroit Pistons	NBA	Chicago Bulls	109	95				
Regular Season	6	3	2017	(2016-17)	NBA	Golden State Warriors	NBA	Atlanta Hawks	119	111				
Regular Season	6	3	2017	(2016-17)	NBA	Los Angeles Clippers	NBA	Boston Celtics	116	102				
Regular Season	6	3	2017	(2016-17)	NBA	Miami Heat	NBA	Cleveland Cavaliers	106	98				
Regular Season	6	3	2017	(2016-17)	NBA	Milwaukee Bucks	NBA	Philadelphia 76ers	112	98				
Regular Season	6	3	2017	(2016-17)	NBA	New York Knicks	NBA	Orlando Magic	113	105				
Regular Season	6	3	2017	(2016-17)	NBA	San Antonio Spurs	NBA	Houston Rockets	112	110				
Regular Season	6	3	2017	(2016-17)	NBA	Utah Jazz	NBA	New Orleans Pelicans	88	83				
Regular Season	7	3	2017	(2016-17)	NBA	Dallas Mavericks	NBA	Los Angeles Lakers	122	111				
Regular Season	7	3	2017	(2016-17)	NBA	Portland Trail Blazers	NBA	Oklahoma City Thunder	126	121				
Regular Season	7	3	2017	(2016-17)	NBA	Washington Wizards	NBA	Phoenix Suns	131	127				
Regular Season	8	3	2017	(2016-17)	NBA	Atlanta Hawks	NBA	Brooklyn Nets	110	105				
Regular Season	8	3	2017	(2016-17)	NBA	Boston Celtics	NBA	Golden State Warriors	99	86				
Regular Season	8	3	2017	(2016-17)	NBA	Indiana Pacers	NBA	Detroit Pistons	115	98				
Regular Season	8	3	2017	(2016-17)	NBA	Miami Heat	NBA	Charlotte Hornets	108	101				
Regular Season	8	3	2017	(2016-17)	NBA	Milwaukee Bucks	NBA	New York Knicks	104	93				
Regular Season	8	3	2017	(2016-17)	NBA	Minnesota Timberwolves	NBA	Los Angeles Clippers	107	91				
Regular Season	8	3	2017	(2016-17)	NBA	Orlando Magic	NBA	Chicago Bulls	98	91				
Regular Season	8	3	2017	(2016-17)	NBA	San Antonio Spurs	NBA	Sacramento Kings	114	104				
Regular Season	8	3	2017	(2016-17)	NBA	Toronto Raptors	NBA	New Orleans Pelicans	94	87				
Regular Season	8	3	2017	(2016-17)	NBA	Utah Jazz	NBA	Houston Rockets	115	108				
Regular Season	8	3	2017	(2016-17)	NBA	Washington Wizards	NBA	Denver Nuggets (2)	123	113				
Regular Season	9	3	2017	(2016-17)	NBA	Detroit Pistons	NBA	Cleveland Cavaliers	106	101				
Regular Season	9	3	2017	(2016-17)	NBA	Los Angeles Clippers	NBA	Memphis Grizzlies	114	98				
Regular Season	9	3	2017	(2016-17)	NBA	Los Angeles Lakers	NBA	Phoenix Suns	122	110				
Regular Season	9	3	2017	(2016-17)	NBA	Oklahoma City Thunder	NBA	San Antonio Spurs	102	92				
Regular Season	9	3	2017	(2016-17)	NBA	Portland Trail Blazers	NBA	Philadelphia 76ers	114	108	#			
Regular Season	10	3	2017	(2016-17)	NBA	Atlanta Hawks	NBA	Toronto Raptors	105	99				
Regular Season	10	3	2017	(2016-17)	NBA	Charlotte Hornets	NBA	Orlando Magic	121	81				
Regular Season	10	3	2017	(2016-17)	NBA	Dallas Mavericks	NBA	Brooklyn Nets	105	96				
Regular Season	10	3	2017	(2016-17)	NBA	Denver Nuggets (2)	NBA	Boston Celtics	119	99				
Regular Season	10	3	2017	(2016-17)	NBA	Houston Rockets	NBA	Chicago Bulls	115	94				
Regular Season	10	3	2017	(2016-17)	NBA	Milwaukee Bucks	NBA	Indiana Pacers	99	85				
Regular Season	10	3	2017	(2016-17)	NBA	Minnesota Timberwolves	NBA	Golden State Warriors	103	102				
Regular Season	10	3	2017	(2016-17)	NBA	Washington Wizards	NBA	Sacramento Kings	130	122	#			
Regular Season	11	3	2017	(2016-17)	NBA	Atlanta Hawks	NBA	Memphis Grizzlies	107	90				
Regular Season	11	3	2017	(2016-17)	NBA	Cleveland Cavaliers	NBA	Orlando Magic	116	104				
Regular Season	11	3	2017	(2016-17)	NBA	Denver Nuggets (2)	NBA	Sacramento Kings	105	92				
Regular Season	11	3	2017	(2016-17)	NBA	Detroit Pistons	NBA	New York Knicks	112	92				
Regular Season	11	3	2017	(2016-17)	NBA	Los Angeles Clippers	NBA	Philadelphia 76ers	112	100				
Regular Season	11	3	2017	(2016-17)	NBA	Miami Heat	NBA	Toronto Raptors	104	89				
Regular Season	11	3	2017	(2016-17)	NBA	Milwaukee Bucks	NBA	Minnesota Timberwolves	102	95				
Regular Season	11	3	2017	(2016-17)	NBA	New Orleans Pelicans	NBA	Charlotte Hornets	125	122	#			
Regular Season	11	3	2017	(2016-17)	NBA	Oklahoma City Thunder	NBA	Utah Jazz	112	104				
Regular Season	11	3	2017	(2016-17)	NBA	Phoenix Suns	NBA	Dallas Mavericks	100	98				
Regular Season	11	3	2017	(2016-17)	NBA	San Antonio Spurs	NBA	Golden State Warriors	107	85				
Regular Season	11	3	2017	(2016-17)	NBA	Washington Wizards	NBA	Portland Trail Blazers	125	124	#			
Regular Season	12	3	2017	(2016-17)	NBA	Boston Celtics	NBA	Chicago Bulls	100	80				
Regular Season	12	3	2017	(2016-17)	NBA	Brooklyn Nets	NBA	New York Knicks	120	112				
Regular Season	12	3	2017	(2016-17)	NBA	Houston Rockets	NBA	Cleveland Cavaliers	117	112				
Regular Season	12	3	2017	(2016-17)	NBA	Indiana Pacers	NBA	Miami Heat	102	98				
Regular Season	12	3	2017	(2016-17)	NBA	Philadelphia 76ers	NBA	Los Angeles Lakers	118	116				
Regular Season	12	3	2017	(2016-17)	NBA	Portland Trail Blazers	NBA	Phoenix Suns	110	101				
Regular Season	13	3	2017	(2016-17)	NBA	Chicago Bulls	NBA	Charlotte Hornets	115	109				
Regular Season	13	3	2017	(2016-17)	NBA	Denver Nuggets (2)	NBA	Los Angeles Lakers	129	101				
Regular Season	13	3	2017	(2016-17)	NBA	Memphis Grizzlies	NBA	Milwaukee Bucks	113	93				
Regular Season	13	3	2017	(2016-17)	NBA	Minnesota Timberwolves	NBA	Washington Wizards	119	104				
Regular Season	13	3	2017	(2016-17)	NBA	Sacramento Kings	NBA	Orlando Magic	120	115				
Regular Season	13	3	2017	(2016-17)	NBA	San Antonio Spurs	NBA	Atlanta Hawks	107	99				
Regular Season	13	3	2017	(2016-17)	NBA	Toronto Raptors	NBA	Dallas Mavericks	100	78				
Regular Season	13	3	2017	(2016-17)	NBA	Utah Jazz	NBA	Los Angeles Clippers	114	108				
Regular Season	14	3	2017	(2016-17)	NBA	Cleveland Cavaliers	NBA	Detroit Pistons	128	96				
Regular Season	14	3	2017	(2016-17)	NBA	Golden State Warriors	NBA	Philadelphia 76ers	106	104				
Regular Season	14	3	2017	(2016-17)	NBA	New Orleans Pelicans	NBA	Portland Trail Blazers	100	77				
Regular Season	14	3	2017	(2016-17)	NBA	New York Knicks	NBA	Indiana Pacers	87	81				
Regular Season	14	3	2017	(2016-17)	NBA	Oklahoma City Thunder	NBA	Brooklyn Nets	122	104				
Regular Season	15	3	2017	(2016-17)	NBA	Boston Celtics	NBA	Minnesota Timberwolves	117	104				
Regular Season	15	3	2017	(2016-17)	NBA	Dallas Mavericks	NBA	Washington Wizards	112	107				
Regular Season	15	3	2017	(2016-17)	NBA	Houston Rockets	NBA	Los Angeles Lakers	139	100				
Regular Season	15	3	2017	(2016-17)	NBA	Indiana Pacers	NBA	Charlotte Hornets	98	77				
